"paper","long_cite","short_cite","doi","expt_num","expt_cond","pretty_cond_name","subj","specific_subject_id","sex","agedays","order","exposure_phase","train1","train2","train3","train4","train5","train6","train7","train8","train9","train10","train11","train12","train13","train14","last_train_trial","last_train_looking","expected1","expected2","expected3","unexpected1","unexpected2","unexpected3","num_trials","exp_or_control","equal_per_nov","domain","principle","PI_group","stim_loop","paper_expt_info","data_contains_all_trials"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P13","chuey_2021.4.4_online.P13","f",321.6,"unexp","familiarization",33.16,9.13,20.6,12.81,25.04,6.86,NA,NA,NA,NA,NA,NA,NA,NA,"6",6.86,13.27,NA,NA,29.71,NA,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P14","chuey_2021.4.4_online.P14","m",328.8,"unexp","familiarization",60,58.48,54.15,55.27,27.66,11.91,NA,NA,NA,NA,NA,NA,NA,NA,"6",11.91,20.87,19.46,NA,56.12,29.82,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P15","chuey_2021.4.4_online.P15","f",373.4,"exp","familiarization",26.97,8.5,5.6,7.87,8.42,8.99,NA,NA,NA,NA,NA,NA,NA,NA,"6",8.99,NA,8.43,NA,NA,8.65,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P16","chuey_2021.4.4_online.P16","f",322.7,"exp","familiarization",60,60,42.17,22.65,7.02,38.05,NA,NA,NA,NA,NA,NA,NA,NA,"6",38.05,38.51,4.66,NA,6.97,49.3,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P17","chuey_2021.4.4_online.P17","m",280,"unexp","familiarization",59.63,27,46.18,8.72,17.25,6.84,NA,NA,NA,NA,NA,NA,NA,NA,"6",6.84,6.33,13.2,NA,14.92,9.17,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P18","chuey_2021.4.4_online.P18","m",398.8,"unexp","familiarization",60,43.31,NA,32.14,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",19.1,8.19,4.68,NA,16.23,41.15,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P19","chuey_2021.4.4_online.P19","f",329.8,"exp","familiarization",57.651,24.882,3.51,9.34,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",4.11,18.88,8.16,NA,8.92,24.27,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P20","chuey_2021.4.4_online.P20","f",255.7,"exp","familiarization",56.22,44.32,11.67,30.11,10.77,12.98,NA,NA,NA,NA,NA,NA,NA,NA,"6",12.98,4.24,7.06,NA,26.36,7.19,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P21","chuey_2021.4.4_online.P21","m",330.8,"unexp","familiarization",15.6,NA,NA,7.45,11.86,6.63,NA,NA,NA,NA,NA,NA,NA,NA,"6",6.63,7.64,11.31,NA,6.44,5.74,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P22","chuey_2021.4.4_online.P22","f",350.1,"unexp","familiarization",46.78,19.6,24.39,33.86,37.46,22.24,NA,NA,NA,NA,NA,NA,NA,NA,"6",22.24,30.3,10.18,NA,6.44,37.32,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P23","chuey_2021.4.4_online.P23","f",369.3,"exp","familiarization",60,60,NA,31.53,58.58,46.56,NA,NA,NA,NA,NA,NA,NA,NA,"6",46.56,12.52,23.54,NA,10.36,10.52,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P24","chuey_2021.4.4_online.P24","f",351.1,"exp","familiarization",25.64,44.57,39.28,41.78,15.78,15.1,NA,NA,NA,NA,NA,NA,NA,NA,"6",15.1,59.25,15.29,NA,15.24,15.19,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P26","chuey_2021.4.4_online.P26","f",211.1,"unexp","familiarization",57.39,25.22,24.68,11.56,31.41,21.23,NA,NA,NA,NA,NA,NA,NA,NA,"6",21.23,6.53,17.04,NA,12.51,16.99,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P27","chuey_2021.4.4_online.P27","f",328.8,"exp","familiarization",58.19,28.02,17.49,17.37,51.17,19.11,NA,NA,NA,NA,NA,NA,NA,NA,"6",19.11,5.88,6.83,NA,15.54,20.14,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P28","chuey_2021.4.4_online.P28","f",304.4,"unexp","familiarization",25.73,58.36,22.68,13.58,18.7,9.76,NA,NA,NA,NA,NA,NA,NA,NA,"6",9.76,9.28,4.74,NA,12.56,23.7,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P29","chuey_2021.4.4_online.P29","f",326.7,"unexp","familiarization",17.89,28.95,10.5,2.88,5.17,5.11,NA,NA,NA,NA,NA,NA,NA,NA,"6",5.11,13.32,NA,NA,39.07,NA,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"chuey_2021","Chuey A,, Asaba M, Bridgers S, Carrillo B, Dietz G, Garcia T, Leonard JA, Liu S, Merrick M, Radwan S, Stegall J, Velez N, Woo B, Wu Y, Zhou XJ, Frank MC, Gweon H. Moderated Online Data-Collection for Developmental Research: Methods and Replications. Front Psychol. 2021 Nov 3;12:734398. doi: 10.3389/fpsyg.2021.734398. PMID: 34803813; PMCID: PMC8595939.","Chuey et al. (2021)","10.3389/fpsyg.2021.734398","4","4_online","Chuey et al. (2021) Exp 4 Online","P30","chuey_2021.4.4_online.P30","m",217.1,"exp","familiarization",60,58.29,60,60,32.14,60,NA,NA,NA,NA,NA,NA,NA,NA,"6",60,14.45,14.63,NA,35.05,34.77,NA,4,"experimental","no","psychology","constraints","gweon","yes","chuey_2021.4.4_online","yes"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","70","gerson_2014a.1.1_active.70","f",94.4,"unexp","habituation",5.43,23.04,50.64,22.23,3.9,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,3.8,20.74,2.77,2.15,4.81,2.11,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","73","gerson_2014a.1.1_active.73","f",106.5,"unexp","habituation",24.25,6.07,3.57,2.03,9.55,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62,9.72,NA,NA,19.15,NA,NA,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","75","gerson_2014a.1.1_active.75","f",117.8,"exp","habituation",80.4,16.25,6.48,5.98,10.9,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,7.95,6.82,1.73,6.08,12.87,6.32,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","82","gerson_2014a.1.1_active.82","f",98.3,"unexp","habituation",4.45,9.78,4.75,11.2,44.4,15.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.33,1.1,1.02,4,1.18,11.68,3.23,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","84","gerson_2014a.1.1_active.84","f",106.5,"unexp","habituation",44.87,43.5,3.38,11.27,8.9,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,85.55,18.85,NA,35.57,61.22,NA,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","88","gerson_2014a.1.1_active.88","f",114.8,"exp","habituation",15.3,9.27,49.08,13.82,10.22,8.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73,15.32,9.45,3.03,4.02,12.73,3.15,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","89","gerson_2014a.1.1_active.89","f",118.7,"exp","habituation",9.21,4.76,2.38,4.95,0.67,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,2.28,1.96,2.22,9.77,0.69,8.58,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","93","gerson_2014a.1.1_active.93","m",105.6,"exp","habituation",7.03,5.53,24.97,3.21,4.52,5.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83,15.3,NA,NA,5.07,NA,NA,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","94","gerson_2014a.1.1_active.94","m",101.4,"exp","habituation",14.98,7.62,10.05,3.3,2.02,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,22.65,4.22,3.05,19.83,13.18,3.77,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","98","gerson_2014a.1.1_active.98","m",101.4,"unexp","habituation",30.65,13.65,7.57,10.45,3.38,9.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,7.43,1.47,NA,12.8,22.85,NA,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","99","gerson_2014a.1.1_active.99","m",104.4,"unexp","habituation",2.12,1.43,12.9,0.81,1.1,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,2.27,1.67,1.63,4.8,1.27,3,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","103","gerson_2014a.1.1_active.103","f",107.5,"unexp","habituation",15.03,1.8,5.12,32.05,5.43,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,0.53,4.3,26.1,3.57,1.12,16.57,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","105","gerson_2014a.1.1_active.105","m",121.8,"unexp","habituation",11.37,6.58,4.45,1.45,9.43,6.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,32.12,11.35,34.58,2.17,105.42,84.4,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","114","gerson_2014a.1.1_active.114","f",112.6,"exp","habituation",49.28,1.93,0.52,1.93,1.6,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,3.12,NA,NA,10.65,NA,NA,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","115","gerson_2014a.1.1_active.115","m",108.7,"exp","habituation",14.8,3.55,2.02,2.6,1.15,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,1,0.27,1.43,1.23,1.75,0.85,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","118","gerson_2014a.1.1_active.118","f",103.5,"unexp","habituation",37.55,4.87,1.32,1.07,2.82,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,8.67,10.85,7.95,1.15,4.47,7.6,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","120","gerson_2014a.1.1_active.120","m",91.3,"exp","habituation",19.8,8.15,1.45,1.3,1.97,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,1.38,1.48,0.92,5.45,5.27,2.25,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","122","gerson_2014a.1.1_active.122","f",94.4,"unexp","habituation",0.97,1.88,30.75,2.58,1.82,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,5.3,1.97,2.57,23.25,1.2,5.22,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","131","gerson_2014a.1.1_active.131","f",121.8,"exp","habituation",34.43,10.68,4.52,9.78,3.72,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.57,3.32,0.47,2.55,1.13,5.43,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","139","gerson_2014a.1.1_active.139","f",99.5,"unexp","habituation",5.34,26.12,10.49,2.8,6.4,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,3.42,0.72,13.38,2.22,2.31,2.21,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","190","gerson_2014a.1.1_active.190","m",91.3,"unexp","habituation",2.2,6.05,13.63,30.47,36.05,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,55.55,30.35,35.72,41.83,12.78,34.07,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
"gerson_2014a","Gerson, S. A., & Woodward, A. L. (2014). The joint role of trained, untrained, and observed actions at the origins of goal recognition. Infant behavior and development, 37(1), 94-104.","Gerson & Woodward (2014)","10.1016/j.infbeh.2013.12.013.","1","1_active","Gerson & Woodward (2014a) Active","197","gerson_2014a.1.1_active.197","m",113.5,"exp","habituation",2.92,0.38,0.31,7.13,3.78,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,6.11,3.58,1.52,2.96,13.17,20.62,6,"experimental","no","psychology","goals","woodward","no","gerson_2014a.1.1_active","no: first and last 3 hab trials"
