subject,block_number,task_type,deviant_position,trial_number,trial_type,trial_looking_time,stimulus_displayed,task_question_type,task_question_response
S048,1,curiosity,7,3,background,3446.6836331412196,images/stimuli/13_A_a.gif,curiosity_background,5
S048,1,curiosity,7,4,background,3386.5500199608505,images/stimuli/13_A_a.gif,curiosity_background,1
S048,1,curiosity,7,5,background,2527.75571285747,images/stimuli/6_A_a.gif,curiosity_background,3
S048,1,curiosity,7,6,background,1643.1228648871183,images/stimuli/19_A_a.gif,curiosity_background,1
S048,1,curiosity,7,7,deviant,21969.611970707774,images/stimuli/11_A_a.gif,curiosity_background,1
S049,1,curiosity,7,1,background,4652.705865795724,images/stimuli/16_A_a.gif,curiosity_background,2
S049,1,curiosity,7,2,background,4054.5948346843943,images/stimuli/10_A_a.gif,curiosity_background,3
S049,1,curiosity,7,3,background,1894.971046014689,images/stimuli/15_A_a.gif,curiosity_background,2
S049,1,curiosity,7,4,background,1645.2848709886894,images/stimuli/10_A_a.gif,curiosity_background,4
S049,1,curiosity,7,5,background,1474.1501290118322,images/stimuli/8_A_a.gif,curiosity_background,3
S049,1,curiosity,7,6,background,1167.5907387398183,images/stimuli/8_A_a.gif,curiosity_background,2
S049,1,curiosity,7,7,deviant,26260.918118059635,images/stimuli/2_A_a.gif,curiosity_background,1
S050,1,curiosity,5,1,background,2873.333966708742,images/stimuli/12_A_a.gif,curiosity_background,5
S050,1,curiosity,5,2,background,1713.2843889994547,images/stimuli/15_A_a.gif,curiosity_background,2
S050,1,curiosity,5,3,background,1211.490717716515,images/stimuli/2_A_a.gif,curiosity_background,3
S050,1,curiosity,5,4,background,1105.4309649625793,images/stimuli/14_A_a.gif,curiosity_background,5
S050,1,curiosity,5,5,deviant,22375.57555316016,images/stimuli/2_A_a.gif,curiosity_background,3
