subject,block_number,task_type,deviant_position,trial_number,trial_type,trial_looking_time,stimulus_displayed,task_question_type,task_question_response
S047,1,curiosity,5,4,background,3420.6556038095832,images/stimuli/18_A_a.gif,curiosity_background,4
S047,1,curiosity,5,5,deviant,2686.743489254953,images/stimuli/14_A_a.gif,curiosity_background,5
S048,1,curiosity,5,1,background,3862.580639733315,images/stimuli/8_A_a.gif,curiosity_background,1
S048,1,curiosity,5,2,background,2669.5159802059216,images/stimuli/1_A_a.gif,curiosity_background,2
S048,1,curiosity,5,3,background,1844.96227606702,images/stimuli/5_A_a.gif,curiosity_background,2
S048,1,curiosity,5,4,background,1275.094745770291,images/stimuli/17_A_a.gif,curiosity_background,4
S048,1,curiosity,5,5,deviant,3744.923020195002,images/stimuli/6_A_a.gif,curiosity_background,1
S049,1,curiosity,7,1,background,5506.611460546977,images/stimuli/3_A_a.gif,curiosity_background,4
S049,1,curiosity,7,2,background,4420.29730638332,images/stimuli/17_A_a.gif,curiosity_background,2
S049,1,curiosity,7,3,background,3548.285259784572,images/stimuli/20_A_a.gif,curiosity_background,2
S049,1,curiosity,7,4,background,2848.298974510802,images/stimuli/3_A_a.gif,curiosity_background,1
S049,1,curiosity,7,5,background,2286.4021503986523,images/stimuli/14_A_a.gif,curiosity_background,1
S049,1,curiosity,7,6,background,1835.353254742309,images/stimuli/5_A_a.gif,curiosity_background,3
S049,1,curiosity,7,7,deviant,2725.1055803491504,images/stimuli/18_A_a.gif,curiosity_background,5
S050,1,curiosity,5,1,background,6010.01492007734,images/stimuli/3_A_a.gif,curiosity_background,1
S050,1,curiosity,5,2,background,3871.0202253504367,images/stimuli/3_A_a.gif,curiosity_background,4
S050,1,curiosity,5,3,background,2493.3045565349967,images/stimuli/13_A_a.gif,curiosity_background,3
S050,1,curiosity,5,4,background,1605.924859531159,images/stimuli/4_A_a.gif,curiosity_background,5
S050,1,curiosity,5,5,deviant,3847.5517659157654,images/stimuli/15_A_a.gif,curiosity_background,5
